Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,is_ai_related
Pots of Gold at the End of the Rainbow: What is Success for Open Source Contributors?,B. Trinkenreich; M. Guizani; I. Wiese; T. Conte; M. Gerosa; A. Sarma; I. Steinmacher,"Northern Arizona University, Flagstaff, AZ, USA; School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, USA; Department of Computer Science, Universidade Tecnológica Federal do Paraná (UTFPR), Apucarana, PR, Brazil; Institute of Computing (IComp), Federal University of Amazonas (UFAM), Manaus, AM, Brazil; Northern Arizona University, Flagstaff, AZ, USA; School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, USA; Northern Arizona University, Flagstaff, AZ, USA",IEEE Transactions on Software Engineering,18 Oct 2022,2022,48,10,3940,3953,"Success in Open Source Software (OSS) is often perceived as an exclusively code-centric endeavor. This perception can exclude a variety of individuals with a diverse set of skills and backgrounds, in turn helping exacerbate the current diversity & inclusion imbalance in OSS. Because one's perspective of success can affect one's personal, professional, and life choices, to support a diverse class of individuals we must first understand how OSS contributors understand success. Thus far, research has used a uni-dimensional, code-centric lens to define success. In this paper, we challenge this status quo to reveal OSS contributors’ multifaceted definitions of success. We do so through interviews with 27 OSS contributors whose communities recognize them as successful, and a follow-up open survey with 193 OSS contributors. Our study provides nuanced definitions of success perceptions in OSS, which might help devise strategies to attract and retain a diverse set of contributors, helping them attain their unique “pot of gold at the end of the rainbow”.",1939-3520,,10.1109/TSE.2021.3108032,"National Science Foundation(grant numbers:1815486,1815503,1900903,1901031); Conselho Nacional de Desenvolvimento Científico e Tecnológico(grant numbers:313067/2020-1); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9524493,Open source software;success;career;qualitative analysis,Interviews;Engineering profession;Data models;Analytical models;Open source software;Gold;Data analysis,,7,,89,IEEE,27 Aug 2021,,,IEEE,IEEE Journals,True
Prevent: An Unsupervised Approach to Predict Software Failures in Production,G. Denaro; R. Heydarov; A. Mohebbi; M. Pezzè,"Department of Informatics, Systems and Communication, University of Milano-Bicocca, Milano, Italy; Faculty of Informatics, USI Università della Svizzera Italiana (USI), Lugano, Switzerland; Faculty of Informatics, USI Università della Svizzera Italiana (USI), Lugano, Switzerland; Faculty of Informatics, USI Università della Svizzera Italiana, Lugano, Switzerland",IEEE Transactions on Software Engineering,12 Dec 2023,2023,49,12,5139,5153,"This paper presents Prevent, a fully unsupervised approach to predict and localize failures in distributed enterprise applications. Software failures in production are unavoidable. Predicting failures and locating failing components online are the first steps to proactively manage faults in production. Many techniques predict failures from anomalous combinations of system metrics with supervised, weakly supervised, and semi-supervised learning models. Supervised approaches require large sets of labelled data not commonly available in large enterprise applications, and address failure types that can be either captured with predefined rules or observed while training supervised models. Prevent integrates the core ingredients of unsupervised approaches into a novel fully unsupervised approach to predict failures and localize failing resources. The results of experimenting with Prevent on a commercially-compliant distributed cloud system indicate that Prevent provides more stable, reliable and timely predictions than supervised learning approaches, without requiring the often impractical training with labeled data.",1939-3520,,10.1109/TSE.2023.3327583,Swiss SNF project ASTERIx: Automatic System TEsting of InteRactive software applications(grant numbers:SNF 200021_178742); Italian PRIN project SISMA(grant numbers:PRIN 201752ENYB); Italian PRIN project BigSistah(grant numbers:PRIN 2022EYX28N); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10305549,Failure prediction;distributed applications;machine learning,Training;Production;Predictive models;Monitoring;Key performance indicator;Training data;Time measurement,,2,,67,CCBY,2 Nov 2023,,,IEEE,IEEE Journals,True
Deep Learning Based Program Generation From Requirements Text: Are We There Yet?,H. Liu; M. Shen; J. Zhu; N. Niu; G. Li; L. Zhang,"School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, OH, USA; Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University, Beijing, China; Key Laboratory of High Confidence Software Technologies, Ministry of Education, Peking University, Beijing, China",IEEE Transactions on Software Engineering,15 Apr 2022,2022,48,4,1268,1289,"To release developers from time-consuming software development, many approaches have been proposed to generate source code automatically according to software requirements. With significant advances in deep learning and natural language processing, deep learning-based approaches are proposed to generate source code from natural language descriptions. The key insight is that given a large corpus of software requirements and their corresponding implementations, advanced deep learning techniques may learn how to translate software requirements into source code that fulfill such requirements. Although such approaches are reported to be highly accurate, they are evaluated on datasets that are rather small, lack of diversity, and significantly different from real-world software requirements. To this end, we build a large scale dataset that is composed of longer requirements as well as validated implementations. We evaluate the state-of-the-art approaches on this new dataset, and the results suggest that their performance on our dataset is significantly lower than that on existing datasets concerning the common metrics, i.e., BLEU. Evaluation results also suggest that the generated programs often contain syntactic and semantical errors, and none of them can pass even a single predefined test case. Further analysis reveals that the state-of-the-art approaches learn little from software requirements, and most of the successfully generated statements are popular statements in the training programs. Based on this finding, we propose a popularity-based approach that always generates the most popular statements in training programs regardless of the input (software requirements). Evaluation results suggest that none of the state-of-the-art approaches can outperform this simple statistics-based approach. As a conclusion, deep learning-based program generation requires significant improvement in the future, and our dataset may serve as a basis for future research in this direction.",1939-3520,,10.1109/TSE.2020.3018481,"National Key Research and Development Program of China(grant numbers:2017YFB1001803); National Natural Science Foundation of China(grant numbers:61772071,61690205); National Science Foundation(grant numbers:CCF-1350487); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9173704,Software requirements;code generation;deep learning;data set,Software;Unified modeling language;Object oriented modeling;Syntactics;Tools;DSL;Deep learning,,19,,75,IEEE,21 Aug 2020,,,IEEE,IEEE Journals,True
Evaluating the Impact of Possible Dependencies on Architecture-Level Maintainability,W. Jin; D. Zhong; Y. Cai; R. Kazman; T. Liu,"School of Software Engineering, Xi’an Jiaotong University, Xi’An, Shaanxi, China; Ministry of Education Key Laboratory of Intelligent Networks and Network Security (MOEKLINNS), Xi’an Jiaotong University, Xi’An, Shaanxi, China; Department of Computer Science, Drexel University, Philadelphia, PA, USA; Department of Information Technology Management, University of Hawaii, Honolulu, HI, USA; Ministry of Education Key Laboratory of Intelligent Networks and Network Security (MOEKLINNS), Xi’an Jiaotong University, Xi’An, Shaanxi, China",IEEE Transactions on Software Engineering,14 Mar 2023,2023,49,3,1064,1085,"Dependencies among software entities are the foundation for much of the research on software architecture analysis and architecture analysis tools. Dynamically typed languages, such as Python, JavaScript and Ruby, tolerate the lack of explicit type references, making certain dependencies indiscernible by a purely syntactic analysis of source code. We call these possible dependencies, in contrast with the explicit dependencies that are directly manifested in source code. We find that existing architecture analysis tools have not taken possible dependencies into consideration. An important question therefore is: to what extent will these missing possible dependencies impact architecture analysis?To answer this question, we conducted a study of 499 open-source Python projects, employing type inference techniques and type hint practices to discern possible dependencies. We investigated the consequences of possible dependencies in three software maintenance contexts, including capturing co-change relations recorded in revision history, measuring architectural maintainability, and detecting architecture anti-patterns that violate design principles and impact maintainability. Our study revealed that the impact of possible dependencies on architecture-level maintainability is substantial—higher than that of explicit dependencies. Our findings suggest that architecture analysis and tools should take into account, assess, and highlight the impacts of possible dependencies caused by dynamic typing.",1939-3520,,10.1109/TSE.2022.3171288,"National Key R&D Program of China(grant numbers:2018YFB1004500); National Natural Science Foundation of China(grant numbers:62002280,61721002,61833015,61902306); Fundamental Research Funds for the Central Universities; China Postdoctoral Science Foundation(grant numbers:2020M683507,2019TQ0251,2020M673439); Youth Talent Support Plan of Xi’an Association for Science and Technology(grant numbers:095920201303); National Sciences Foundation(grant numbers:1835292,1823177,1817267,1816594); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9765666,Dynamic typing;possible dependency;software architecture;empirical study,Codes;Python;Computer architecture;Syntactics;Java;Software architecture;Annotations,,7,,100,IEEE,29 Apr 2022,,,IEEE,IEEE Journals,True
Evaluating Diverse Large Language Models for Automatic and General Bug Reproduction,S. Kang; J. Yoon; N. Askarbekkyzy; S. Yoo,"Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea; Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea; Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea; Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea",IEEE Transactions on Software Engineering,17 Oct 2024,2024,50,10,2677,2694,"Bug reproduction is a critical developer activity that is also challenging to automate, as bug reports are often in natural language and thus can be difficult to transform to test cases consistently. As a result, existing techniques mostly focused on crash bugs, which are easier to automatically detect and verify. In this work, we overcome this limitation by using large language models (LLMs), which have been demonstrated to be adept at natural language processing and code generation. By prompting LLMs to generate bug-reproducing tests, and via a post-processing pipeline to automatically identify promising generated tests, our proposed technique Libro could successfully reproduce about one-third of all bugs in the widely used Defects4J benchmark. Furthermore, our extensive evaluation on 15 LLMs, including 11 open-source LLMs, suggests that open-source LLMs also demonstrate substantial potential, with the StarCoder LLM achieving 70% of the reproduction performance of the closed-source OpenAI LLM code-davinci-002 on the large Defects4J benchmark, and 90% of performance on a held-out bug dataset likely not part of any LLM's training data. In addition, our experiments on LLMs of different sizes show that bug reproduction using Libro improves as LLM size increases, providing information as to which LLMs can be used with the Libro pipeline.",1939-3520,,10.1109/TSE.2024.3450837,National Research Foundation of Korea (NRF)(grant numbers:RS-2023-00208998); Engineering Research Center Program(grant numbers:2021R1A5A1021944); Institute for Information and Communications Technology Promotion(grant numbers:IITP2022-0-00995); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10664637,Test generation;natural language processing;software engineering,Computer bugs;Codes;Pipelines;Large language models;Debugging;Java;Computational modeling,,1,,58,IEEE,4 Sep 2024,,,IEEE,IEEE Journals,True
T-Evos: A Large-Scale Longitudinal Study on CI Test Execution and Failure,A. R. Chen; T. -H. P. Chen; S. Wang,"Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science, University of Manitoba, Winnipeg, MB, Canada",IEEE Transactions on Software Engineering,19 Apr 2023,2023,49,4,2352,2365,"Continuous integration is widely adopted in software projects to reduce the time it takes to deliver the changes to the market. To ensure software quality, developers also run regression test cases in a continuous fashion. The CI practice generates commit-by-commit software evolution data that provides great opportunities for future testing research. However, such data is often unavailable due to space limitation (e.g., developers only keep the data for a certain period) and the significant effort involved in re-running the test cases on a per-commit basis. In this paper, we present T-Evos, a dataset on test result and coverage evolution, covering 8,093 commits across 12 open-source Java projects. Our dataset includes the evolution of statement-level code coverage for every test case (either passed and failed), test result, all the builds information, code changes, and the corresponding bug reports. We conduct an initial analysis to demonstrate the overall dataset. In addition, we conduct an empirical study using T-Evos to study the characteristics of test failures in CI settings. We find that test failures are frequent, and while most failures are resolved within a day, some failures require several weeks to resolve. We highlight the relationship between code changes and test failure, and provide insights for future automated testing research. Our dataset may be used for future testing research and benchmarking in CI. Our findings provide an important first step in understanding code coverage evolution and test failures in a continuous environment.",1939-3520,,10.1109/TSE.2022.3218264,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9933015,Evolution and maintenance;mining software repositories;software testing,Codes;Computer bugs;Benchmark testing;Java;Manuals;Data collection;Software testing,,1,,39,IEEE,31 Oct 2022,,,IEEE,IEEE Journals,True
Local and Global Explainability for Technical Debt Identification,D. Tsoukalas; N. Mittas; E. -M. Arvanitou; A. Ampatzoglou; A. Chatzigeorgiou; D. Kehagias,"Centre for Research and Technology Hellas, Information Technologies Institute, Thessaloniki, Greece; Hephaestus Laboratory, Department of Chemistry, School of Science, Democritus University of Thrace, Kavala, Greece; Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece; Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece; Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece; Centre for Research and Technology Hellas, Information Technologies Institute, Thessaloniki, Greece",IEEE Transactions on Software Engineering,14 Aug 2024,2024,50,8,2110,2123,"In recent years, we have witnessed an important increase in research focusing on how machine learning (ML) techniques can be used for software quality assessment and improvement. However, the derived methodologies and tools lack transparency, due to the black-box nature of the employed machine learning models, leading to decreased trust in their results. To address this shortcoming, in this paper we extend the state-of-the-art and -practice by building explainable AI models on top of machine learning ones, to interpret the factors (i.e. software metrics) that constitute a module as in risk of having high technical debt (HIGH TD), to obtain thresholds for metric scores that are alerting for poor maintainability, and finally, we dig further to achieve local interpretation that explains the specific problems of each module, pinpointing to specific opportunities for improvement during TD management. To achieve this goal, we have developed project-specific classifiers (characterizing modules as HIGH and NOT-HIGH TD) for 21 open-source projects, and we explain their rationale using the SHapley Additive exPlanation (SHAP) analysis. Based on our analysis, complexity, comments ratio, cohesion, nesting of control flow statements, coupling, refactoring activity, and code churn are the most important reasons for characterizing classes as in HIGH TD risk. The analysis is complemented with global and local means of interpretation, such as metric thresholds and case-by-case reasoning for characterizing a class as in-risk of having HIGH TD. The results of the study are compared against the state-of-the-art and are interpreted from the point of view of both researchers and practitioners.",1939-3520,,10.1109/TSE.2024.3422427,European Union’s Horizon 2023(grant numbers:101132663); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10586898,Technical debt;technical debt identification;software quality;software metrics;explainable AI;SHAP,Codes;Software;Software measurement;Complexity theory;Object oriented modeling;Informatics;Feature extraction,,,,54,IEEE,4 Jul 2024,,,IEEE,IEEE Journals,True
Within-Project Defect Prediction of Infrastructure-as-Code Using Product and Process Metrics,S. Dalla Palma; D. Di Nucci; F. Palomba; D. A. Tamburri,"Jheronimous Academy of Data Science, Tilburg University, Tilburg, The Netherlands; Jheronimous Academy of Data Science, Tilburg University, Tilburg, The Netherlands; Software Engineering (SeSa) Lab, University of Salerno, Fisciano, Italy; Jheronimous Academy of Data Science, Eindhoven University of Technology, Eindhoven, The Netherlands",IEEE Transactions on Software Engineering,14 Jun 2022,2022,48,6,2086,2104,"Infrastructure-as-code (IaC) is the DevOps practice enabling management and provisioning of infrastructure through the definition of machine-readable files, hereinafter referred to as IaC scripts. Similarly to other source code artefacts, these files may contain defects that can preclude their correct functioning. In this paper, we aim at assessing the role of product and process metrics when predicting defective IaC scripts. We propose a fully integrated machine-learning framework for IaC Defect Prediction, that allows for repository crawling, metrics collection, model building, and evaluation. To evaluate it, we analyzed 104 projects and employed five machine-learning classifiers to compare their performance in flagging suspicious defective IaC scripts. The key results of the study report Random Forest as the best-performing model, with a median AUC-PR of 0.93 and MCC of 0.80. Furthermore, at least for the collected projects, product metrics identify defective IaC scripts more accurately than process metrics. Our findings put a baseline for investigating IaC Defect Prediction and the relationship between the product and process metrics, and IaC scripts’ quality.",1939-3520,,10.1109/TSE.2021.3051492,"European Commission(grant numbers:825040 (RADON H2020),825480 (SODALITE H2020)); Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung(grant numbers:PZ00P2 186090); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9321740,Infrastructure-as-code;defect prediction;empirical software engineering,Measurement;Software;Predictive models;Machine learning;Radon;Cloud computing;Task analysis,,33,,52,CCBY,13 Jan 2021,,,IEEE,IEEE Journals,True
X-SBR: On the Use of the History of Refactorings for Explainable Search-Based Refactoring and Intelligent Change Operators,C. Abid; D. E. Rzig; T. d. N. Ferreira; M. Kessentini; T. Sharma,"Department of Computer and Information Science, University of Michigan, Dearborn, MI, USA; Department of Computer and Information Science, University of Michigan, Dearborn, MI, USA; Department of Computer and Information Science, University of Michigan, Dearborn, MI, USA; Department of Computer and Information Science, University of Michigan, Dearborn, MI, USA; Siemens Corporate Technology, Charlotte, NC, USA",IEEE Transactions on Software Engineering,18 Oct 2022,2022,48,10,3753,3770,"Refactoring is widely adopted nowadays in industry to restructure the code and meet high quality while preserving the external behavior. Many of the existing refactoring tools and research are based on search-based techniques to find relevant recommendations by finding trade-offs between different quality attributes. While these techniques show promising results on open-source and industry projects, they lack explanations of the recommended changes which can impact their trustworthiness when adopted in practice by developers. Furthermore, most of the adopted search-based techniques are based on random population generation and random change operators (e.g., crossover and mutation). However, it is critical to understand which good refactoring patterns may exist when applying change operators to either keep them or exchange with other solutions rather than destroying them with random changes. In this paper, we propose knowledge-informed change operators and an improved seeding mechanism that we integrated in a multi-objective genetic algorithm. We also provide explanations for refactoring solutions. First, we generate association rules using the Apriori algorithm to find relationships between applied refactorings in previous commits, their locations, and their rationale (quality improvements). Then, we use these rules to 1) initialize the population, 2) improve the change operators and seeding mechanisms of the multi-objective search in order to preserve and exchange good patterns in the refactoring solutions, and 3) explain how a sequence of refactorings collaborate in order to improve the quality of the system (e.g., fitness functions). The validation on large open-source systems shows that X-SBR provides refactoring solutions of a better quality than those given by the state-of-the-art techniques in terms of reducing the invalid refactorings, improving the quality, and increasing trustworthiness of the developers in the suggested refactorings via the provided explanations.",1939-3520,,10.1109/TSE.2021.3105037,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9514445,Refactoring recommendations;search-based software engineering;QMOOD metrics;multi-objective search,Measurement;Statistics;Sociology;Tools;History;Software systems;Software engineering,,7,,68,IEEE,16 Aug 2021,,,IEEE,IEEE Journals,True
Evaluating Automatic Program Repair Capabilities to Repair API Misuses,M. Kechagia; S. Mechtaev; F. Sarro; M. Harman,"Department of Computer Science, University College London, London, U.K.; Department of Computer Science, University College London, London, U.K.; Department of Computer Science, University College London, London, U.K.; Department of Computer Science, University College London, London, U.K.",IEEE Transactions on Software Engineering,15 Jul 2022,2022,48,7,2658,2679,"API misuses are well-known causes of software crashes and security vulnerabilities. However, their detection and repair is challenging given that the correct usages of (third-party) apis might be obscure to the developers of client programs. This paper presents the first empirical study to assess the ability of existing automated bug repair tools to repair api misuses, which is a class of bugs previously unexplored. Our study examines and compares 14 Java test-suite-based repair tools (11 proposed before 2018, and three afterwards) on a manually curated benchmark (APIRepBench) consisting of 101 api misuses. We develop an extensible execution framework (APIARTy) to automatically execute multiple repair tools. Our results show that the repair tools are able to generate patches for 28 percent of the api misuses considered. While the 11 less recent tools are generally fast (the median execution time of the repair attempts is 3.87 minutes and the mean execution time is 30.79 minutes), the three most recent are less efficient (i.e., 98 percent slower) than their predecessors. The tools generate patches for api misuses that mostly belong to the categories of missing null check, missing value, missing exception, and missing call. Most of the patches generated by all tools are plausible (65 percent), but only few of these patches are semantically correct to human patches (25 percent). Our findings suggest that the design of future repair tools should support the localisation of complex bugs, including different categories of api misuses, handling of timeout issues, and ability to configure large software projects. Both APIRepBench and APIARTy have been made publicly available for other researchers to evaluate the capabilities of repair tools on detecting and fixing api misuses.",1939-3520,,10.1109/TSE.2021.3067156,ERC Advanced fellowship(grant numbers:741278); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9381596,Automatic program repair;Application Programming Interfaces (APIs);API misuses;bug benchmarks,Tools;Maintenance engineering;Computer bugs;Benchmark testing;Software;Java;Security,,20,,84,IEEE,18 Mar 2021,,,IEEE,IEEE Journals,True
LUNA: A Model-Based Universal Analysis Framework for Large Language Models,D. Song; X. Xie; J. Song; D. Zhu; Y. Huang; F. Juefei-Xu; L. Ma,"Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Canada; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Canada; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Canada; Department of Computer Science, Technical University of Munich, Munich, Germany; Department of Electrical and Computer Engineering, University of Alberta, Edmonton, Canada; New York University, New York, NY, USA; The University of Tokyo, Tokyo, Japan",IEEE Transactions on Software Engineering,17 Jul 2024,2024,50,7,1921,1948,"Over the past decade, Artificial Intelligence (AI) has had great success recently and is being used in a wide range of academic and industrial fields. More recently, Large Language Models (LLMs) have made rapid advancements that have propelled AI to a new level, enabling and empowering even more diverse applications and industrial domains with intelligence, particularly in areas like software engineering and natural language processing. Nevertheless, a number of emerging trustworthiness concerns and issues exhibited in LLMs, e.g., robustness and hallucination, have already recently received much attention, without properly solving which the widespread adoption of LLMs could be greatly hindered in practice. The distinctive characteristics of LLMs, such as the self-attention mechanism, extremely large neural network scale, and autoregressive generation usage contexts, differ from classic AI software based on Convolutional Neural Networks and Recurrent Neural Networks and present new challenges for quality analysis. Up to the present, it still lacks universal and systematic analysis techniques for LLMs despite the urgent industrial demand across diverse domains. Towards bridging such a gap, in this paper, we initiate an early exploratory study and propose a universal analysis framework for LLMs, named LUNA, which is designed to be general and extensible and enables versatile analysis of LLMs from multiple quality perspectives in a human-interpretable manner. In particular, we first leverage the data from desired trustworthiness perspectives to construct an abstract model as an auxiliary analysis asset and proxy, which is empowered by various abstract model construction methods built-in LUNA. To assess the quality of the abstract model, we collect and define a number of evaluation metrics, aiming at both the abstract model level and the semantics level. Then, the semantics, which is the degree of satisfaction of the LLM w.r.t. the trustworthiness perspective, is bound to and enriches the abstract model with semantics, which enables more detailed analysis applications for diverse purposes, e.g., abnormal behavior detection. To better understand the potential usefulness of our analysis framework LUNA, we conduct a large-scale evaluation, the results of which demonstrate that 1) the abstract model has the potential to distinguish normal and abnormal behavior in LLM, 2) LUNA is effective for the real-world analysis of LLMs in practice, and the hyperparameter settings influence the performance, 3) different evaluation metrics are in different correlations with the analysis performance. In order to encourage further studies in the quality assurance of LLMs, we made all of the code and more detailed experimental results data available on the supplementary website of this paper https://sites.google.com/view/llm-luna.",1939-3520,,10.1109/TSE.2024.3411928,"Canada CIFAR AI Chairs Program; Natural Sciences and Engineering Research Council of Canada; JST-Mirai Program(grant numbers:JPMJMI20B8); JSPS KAKENHI(grant numbers:JP21H04877,JP23H03372,JP24K02920); Autoware Foundation; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10562221,Large language models;deep neural networks;model-based analysis;quality assurance,Hidden Markov models;Analytical models;Measurement;Semantics;Codes;Task analysis;Transformers,,,,255,IEEE,18 Jun 2024,,,IEEE,IEEE Journals,True
A Zone-Based Model for Analysis of Dependent Failures in Requirements Inspection,B. Li; C. Smidts,"Department of Mechanical and Aerospace Engineerings, Ohio State University, Columbus, OH, USA; Department of Mechanical and Aerospace Engineerings, Ohio State University, Columbus, OH, USA",IEEE Transactions on Software Engineering,13 Jun 2023,2023,49,6,3581,3598,"In the software development life cycle, the quality of the requirements specification affects the overall quality of the subsequent phases and hence, the software product. The requirements specification is usually inspected by an inspection team to detect defects. To enhance the quality of the requirements specification, one conventional strategy usually used is adding redundancies to the inspection team. However, this strategy suffers from the problem of dependent failures of the redundant inspectors which was not studied systematically in previous research. To analyze the dependent failures and independent failures in an inspection team, this paper first defines the independent failures and dependent failures in an inspection team from the perspective of human errors. Then a quantification model, i.e., the Zone-based Model, is proposed to analyze the dependent and independent failures. The Zone-based Model considers the following situations: 1) the probability of failures of an inspector may be high; 2) the probability of failures of the inspectors may be different; 3) the failures in an inspection team can be a combination of dependent failures and independent failures. By considering all those situations, the Z model has a meaningful interpretation and a convincing assessment of the failures of an inspection team. To verify the effectiveness of the new model, the Zone-based model is compared to conventional models using simulation data. The results show that the Zone-based model is significantly better than the traditional models in analyzing the independent and dependent failures.",1939-3520,,10.1109/TSE.2023.3266157,"U.S. Department of Energy(grant numbers:DE-NE0008434,DE-NE308896); Department of Mechanical and Aerospace Engineering, West Virginia University; Ohio State University; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10102922,Common cause failures;dependent failures;requirements inspection;zone-based model,Inspection;Analytical models;Data models;Software;Estimation;Power system protection;Power system faults,,,,36,IEEE,17 Apr 2023,,,IEEE,IEEE Journals,True
A Data Transfer and Relevant Metrics Matching Based Approach for Heterogeneous Defect Prediction,P. R. Bal; S. Kumar,"Department of Computer Science and Engineering, Indian Institute of Technology Roorkee, Roorkee, Uttarakhand, India; Department of Computer Science and Engineering, Indian Institute of Technology Roorkee, Roorkee, Uttarakhand, India",IEEE Transactions on Software Engineering,14 Mar 2023,2023,49,3,1232,1245,"Heterogeneous defect prediction (HDP) is a promising research area in the software defect prediction domain to handle the unavailability of the past homogeneous data. In HDP, the prediction is performed using source dataset in which the independent features (metrics) are entirely different than the independent features of target dataset. One important assumption in machine learning is that independent features of the source and target datasets should be relevant to each other for better prediction accuracy. However, these assumptions do not generally hold in HDP. Further in HDP, the selected source dataset for a given target dataset may be of small size causing insufficient training. To resolve these issues, we have proposed a novel heterogeneous data preprocessing method, namely, Transfer of Data from Target dataset to Source dataset selected using Relevance score (TDTSR), for heterogeneous defect prediction. In the proposed approach, we have used chi-square test to select the relevant metrics between source and target datasets and have performed experiments using proposed approach with various machine learning algorithms. Our proposed method shows an improvement of at least 14% in terms of AUC score in the HDP scenario compared to the existing state of the art models.",1939-3520,,10.1109/TSE.2022.3173678,Ministry of Human Resource Development; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9772411,Heterogeneous defect prediction;heterogeneous metrics;chi square test;random forest;relevant metrics,Measurement;Software;Data models;Predictive models;Kernel;Correlation;Transfer learning,,2,,36,IEEE,10 May 2022,,,IEEE,IEEE Journals,True
Predicting the First Response Latency of Maintainers and Contributors in Pull Requests,S. Khatoonabadi; A. Abdellatif; D. E. Costa; E. Shihab,"Department of Computer Science & Software Engineering, Concordia University, Montreal, QC, Canada; Department of Electrical & Software Engineering, University of Calgary, Calgary, AB, Canada; Department of Computer Science & Software Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science & Software Engineering, Concordia University, Montreal, QC, Canada",IEEE Transactions on Software Engineering,17 Oct 2024,2024,50,10,2529,2543,"The success of a Pull Request (PR) depends on the responsiveness of the maintainers and the contributor during the review process. Being aware of the expected waiting times can lead to better interactions and managed expectations for both the maintainers and the contributor. In this paper, we propose a machine-learning approach to predict the first response latency of the maintainers following the submission of a PR, and the first response latency of the contributor after receiving the first response from the maintainers. We curate a dataset of 20 large and popular open-source projects on GitHub and extract 21 features to characterize projects, contributors, PRs, and review processes. Using these features, we then evaluate seven types of classifiers to identify the best-performing models. We also conduct permutation feature importance and SHAP analyses to understand the importance and the impact of different features on the predicted response latencies. We find that our CatBoost models are the most effective for predicting the first response latencies of both maintainers and contributors. Compared to a dummy classifier that always returns the majority class, these models achieved an average improvement of 29% in AUC-ROC and 51% in AUC-PR for maintainers, as well as 39% in AUC-ROC and 89% in AUC-PR for contributors across the studied projects. The results indicate that our models can aptly predict the first response latencies using the selected features. We also observe that PRs submitted earlier in the week, containing an average number of commits, and with concise descriptions are more likely to receive faster first responses from the maintainers. Similarly, PRs with a lower first response latency from maintainers, that received the first response of maintainers earlier in the week, and containing an average number of commits tend to receive faster first responses from the contributors. Additionally, contributors with a higher acceptance rate and a history of timely responses in the project are likely to both obtain and provide faster first responses. Moreover, we show the effectiveness of our approach in a cross-project setting. Finally, we discuss key guidelines for maintainers, contributors, and researchers to help facilitate the PR review process.",1939-3520,,10.1109/TSE.2024.3443741,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10636098,Pull request abandonment;pull-based development;modern code review;social coding;open source software,Reviews;Predictive models;Feature extraction;Software development management;History;Time measurement;Machine learning,,,,78,IEEE,13 Aug 2024,,,IEEE,IEEE Journals,True
